pk_teuna_fikt,thum_geografi,sug_dereh,semel_yishuv,rehov1,rehov2,bayit,zomet_ironi,kvish1,kvish2,km,zomet_lo_ironi,yehida,shnat_teuna,hodesh_teuna,shaa,sug_yom,yom_layla,yom_bashavua,humrat_teuna,sug_teuna,had_maslul,rav_maslul,mehirut_muteret,tkinut,rohav,simun_timrur,teura,mezeg_avir,pne_kvish,sug_ezem,merhak_ezem,lo_haza,ofen_haziya,mekom_haziya,kivun_haziya,mahoz,nafa,ezor_tivi,maamad_minizipali,zurat_ishuv,status_igun,x,y,average_traffic_count
2018009885,1,4,0,,,,,334,0,210,,38,2018,9,86,4,5,7,2,1,3,0,5,1,3,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,168926,601337,100.233333333333
2018010051,1,3,0,,,,,531,20,30,10173,51,2018,9,59,4,1,6,2,4,0,3,4,1,3,3,11,1,1,9,9,9,0,0,9,9,99,999,99,99,1,184134,677419,1357.86363636364
2018010277,2,4,0,,,,,45,0,250,,43,2018,1,85,4,5,1,2,7,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,217787,641660,1121.234375
2018010514,1,4,0,,,,,444,0,380,,51,2018,4,63,4,1,1,2,1,2,0,1,1,1,3,1,1,1,9,9,9,1,2,2,9,99,999,99,99,1,199167,683015,853.751893939394
2018010679,1,4,0,,,,,675,0,30,,14,2018,11,57,4,1,7,2,10,1,0,1,1,5,4,1,1,6,9,9,9,0,0,9,9,99,999,99,99,1,224273,719334,509.994047619048
2018011717,1,4,0,,,,,80,0,1960,,34,2018,6,95,4,5,5,2,8,3,0,4,0,3,5,6,1,1,8,1,9,0,0,9,9,99,999,99,99,1,211737,572516,130.135416666667
2018012475,1,3,0,,,,,6667,0,86,3599,14,2018,5,47,4,1,1,2,2,2,0,4,1,0,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,245099,711652,110.222222222222
2018012626,1,4,0,,,,,461,0,40,,20,2018,12,26,4,5,4,2,4,1,0,4,1,3,3,6,1,1,9,9,9,0,0,9,9,99,999,99,99,1,183851,660652,1056.11821705426
2018012964,1,3,0,,,,,70,652,146,1191,12,2018,2,34,4,1,1,2,2,0,2,5,1,4,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,197176,721002,977.527777777778
2018013080,1,4,0,,,,,35,0,130,,38,2018,3,74,4,5,4,2,2,0,3,5,1,3,2,6,1,1,9,9,9,0,0,9,9,99,999,99,99,1,174681,616814,492.993243243243
2018013709,2,4,0,,,,,60,0,560,,43,2018,12,7,4,5,2,2,11,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,212769,607274,750.476525821596
2018013832,1,4,0,,,,,672,0,290,,11,2018,6,25,4,1,6,2,5,3,0,3,1,2,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,205995,731582,441.496666666667
2018013839,1,4,0,,,,,672,0,360,,11,2018,4,1,4,5,5,2,5,3,0,1,1,2,3,3,1,1,8,1,9,0,0,9,9,99,999,99,99,1,206592,735779,529.148333333333
2018014012,1,4,0,,,,,75,0,240,,14,2018,10,37,4,1,7,2,3,3,0,4,1,0,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,222928,733251,618.76463963964
2018014853,1,4,0,,,,,35,0,220,,38,2018,11,51,4,1,3,2,2,0,3,4,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,182072,612049,491.707207207207
2018014972,1,4,0,,,,,22,0,50,,11,2018,6,73,4,1,2,2,11,3,0,3,1,2,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,205457,745580,1818.98611111111
2018015004,1,4,0,,,,,1,0,560,,61,2018,2,36,4,1,2,2,3,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,217633,634137,2285.70972222222
2018015267,1,4,0,,,,,65,0,370,,14,2018,6,61,4,1,7,2,8,0,2,5,1,3,3,1,1,1,6,2,9,0,0,9,9,99,999,99,99,1,220824,720989,495.804347826087
2018015328,1,4,0,,,,,92,0,0,,12,2018,4,32,4,1,3,2,1,3,0,1,1,3,3,1,1,1,9,9,9,3,3,1,9,99,999,99,99,3,260706,745324,221.983333333333
2018015362,1,3,0,,,,,2211,0,61,10185,34,2018,2,34,4,1,1,2,9,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,136753,564531,127.645833333333
2018015370,1,4,0,,,,,77,0,620,,14,2018,7,57,4,1,2,2,7,1,0,5,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,233677,740585,911.500946969697
2018015403,1,4,0,,,,,20,0,140,,20,2018,11,77,4,5,4,2,3,1,0,5,1,2,3,6,1,1,9,9,9,0,0,9,9,99,999,99,99,1,179890,662576,3943.83680555556
2018015490,1,4,0,,,,,99,0,200,,12,2018,3,55,4,1,7,2,5,3,0,4,1,2,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,268299,792240,202.263888888889
2018015664,1,4,0,,,,,90,0,4590,,12,2018,10,62,4,1,7,2,2,1,0,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,253814,779579,217.981442577031
2018016048,1,4,0,,,,,310,0,80,,34,2018,8,88,4,5,5,2,10,3,0,5,1,3,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,178012,586171,275.027777777778
2018016051,1,4,0,,,,,6,0,1500,,51,2018,10,56,4,1,1,2,15,0,2,8,1,5,3,1,1,1,1,5,9,0,0,9,9,99,999,99,99,1,196179,676639,1682.15079365079
2018016327,1,4,0,,,,,2544,0,0,,34,2018,9,29,4,1,1,2,2,0,3,5,0,3,2,1,1,1,9,9,9,0,0,9,9,99,999,99,99,3,165689,586289,71.2291666666667
2018016523,1,3,0,,,,,4,0,2205,433,12,2018,3,94,4,5,4,2,3,0,2,3,1,5,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,208204,748966,1159.22171052632
2018016531,1,4,0,,,,,4313,0,40,,52,2018,9,75,4,5,2,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,183941,650237,745.06798245614
2018016607,1,4,0,,,,,806,0,20,,12,2018,10,77,4,5,1,2,1,3,0,0,1,0,5,5,1,1,9,9,9,3,2,2,9,99,999,99,99,1,237436,749011,243.119047619048
2018016648,1,4,0,,,,,6,0,1590,,51,2018,6,64,4,1,2,2,2,0,2,8,1,5,4,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,199175,684883,1654.10515873016
2018016908,1,4,0,,,,,805,0,200,,12,2018,7,60,4,1,3,2,1,3,0,4,1,4,2,1,1,1,9,9,6,0,0,9,9,99,999,99,99,1,234893,751743,459.511904761905
2018017309,1,4,0,,,,,65,0,640,,12,2018,11,70,4,5,3,2,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,238782,735903,874.227355072464
2018017530,2,4,0,,,,,90,0,3000,,43,2018,1,70,4,5,1,2,5,3,0,5,1,4,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,245318,643102,352.276960784314
2018017574,1,3,0,,,,,20,2,128,8076,20,2018,9,85,4,5,5,2,4,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,179627,661195,4129.13541666667
2018017975,1,3,0,,,,,4,0,2117,8068,11,2018,6,51,4,1,6,2,3,3,0,3,1,3,3,1,1,1,6,1,9,0,0,9,9,99,999,99,99,1,202387,744509,905.887280701754
2018018129,1,4,0,,,,,4,0,1240,,51,2018,1,61,4,1,4,2,11,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,187820,670602,1159.22171052632
2018018158,1,4,0,,,,,20,0,170,,20,2018,5,30,4,1,7,2,3,1,0,7,1,4,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,181044,665252,3255.31770833333
2018018477,1,4,0,,,,,35,0,230,,38,2018,8,91,4,5,7,2,5,2,0,3,1,2,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,182969,611601,177.283783783784
2018018523,1,4,0,,,,,2,0,950,,11,2018,5,20,4,5,3,2,1,1,0,6,1,2,3,5,1,1,9,9,9,3,2,1,9,99,999,99,99,1,195865,740324,1849.62760416667
2018018941,1,4,0,,,,,3,0,2580,,52,2018,2,66,4,1,4,2,3,0,3,5,1,4,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,187636,635276,753.830168776371
2018019064,1,4,0,,,,,40,0,2000,,34,2018,1,61,4,1,7,2,4,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,180410,586720,485.422380952381
2018019136,2,4,0,,,,,90,0,2890,,43,2018,9,63,4,1,5,2,5,2,0,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,247101,635757,388.642857142857
2018019153,1,4,0,,,,,71,0,410,,14,2018,7,25,4,5,4,2,4,2,0,4,1,2,3,6,1,1,8,2,9,0,0,9,9,99,999,99,99,1,247963,713091,487.493686868687
2018019234,1,4,0,,,,,784,0,160,,12,2018,4,7,4,5,1,2,5,2,0,4,1,3,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,225347,750604,554.3046875
2018019486,1,4,0,,,,,20,0,140,,20,2018,3,69,4,1,1,2,4,1,0,5,1,4,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,179890,662576,4050.86805555556
2018019519,1,4,0,,,,,20,0,140,,20,2018,6,50,4,1,2,2,3,0,2,1,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,179890,662576,3971.14236111111
2018019637,2,4,0,,,,,375,0,220,,43,2018,10,53,4,1,1,2,5,2,0,3,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,214171,623691,348.484375
2018019756,1,3,0,,,,,461,4622,78,2087,20,2018,8,28,4,1,1,2,2,1,0,2,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,187510,660028,1089.94089147287
2018019763,1,3,0,,,,,79,0,98,1375,12,2018,2,92,4,5,1,2,2,0,3,5,1,4,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,216252,744579,1123.5321969697
2018019913,1,4,0,,,,,60,0,760,,61,2018,8,46,4,1,6,2,5,3,0,4,1,4,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,214698,621034,543.656103286385
2018020660,1,4,0,,,,,20,0,260,,20,2018,8,6,4,5,1,2,11,1,0,1,3,2,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,182794,673903,4050.86805555556
2018020789,1,3,0,,,,,70,781,544,1211,12,2018,4,43,4,1,7,2,2,0,3,5,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,214503,747581,685.498263888889
2018020816,1,3,0,,,,,444,471,175,4158,51,2018,12,52,4,1,1,2,4,0,3,4,1,4,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,194905,663968,853.751893939394
2018020841,1,4,0,,,,,1,0,0,,20,2018,10,64,4,1,7,2,3,1,0,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,3,210809,634179,1537.60138888889
2018020987,1,3,0,,,,,75,77,320,3698,14,2018,11,21,4,5,1,2,2,0,3,3,1,2,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,214799,734805,1028.16103603604
2018021050,1,4,0,,,,,70,0,310,,14,2018,11,78,4,5,7,2,8,0,2,4,1,4,3,3,1,2,2,2,9,0,0,9,9,99,999,99,99,3,216816,752803,685.498263888889
2018021079,1,4,0,,,,,7212,0,30,,11,2018,5,43,4,1,7,2,15,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,205214,739852,82.9166666666667
2018021106,1,3,0,,,,,471,0,45,9701,51,2018,5,84,4,5,4,2,1,0,3,1,1,5,3,3,1,1,9,9,9,1,4,1,9,99,999,99,99,1,189322,664141,1313.65625
2018021215,1,3,0,,,,,4,85,2305,4050,12,2018,9,39,1,1,3,2,2,3,0,3,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,209402,758228,1149.90548245614
2018021443,1,4,0,,,,,754,,602,,14,2018,12,93,4,5,2,2,2,3,0,2,1,4,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,232487,739870,784.435185185185
2018021641,1,3,0,,,,,443,0,26,3475,52,2018,1,69,4,5,7,2,2,0,3,3,1,3,3,3,9,2,2,5,9,0,0,9,9,99,999,99,99,1,192247,651668,483.069444444444
2018021763,1,4,0,,,,,57,0,10,,51,2018,6,73,4,1,6,2,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,188570,692305,844.558712121212
2018021868,1,4,0,,,,,20,0,160,,20,2018,6,35,4,1,3,2,3,0,2,5,1,4,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,180655,664361,3942.046875
2018022431,1,4,0,,,,,44,0,350,,52,2018,1,44,4,1,2,2,3,0,2,5,1,5,3,1,2,2,9,9,9,0,0,9,9,99,999,99,99,1,182677,657404,806.701612903226
2018022493,1,4,0,,,,,90,0,1120,,34,2018,6,67,4,1,4,2,2,2,0,5,1,3,5,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,214625,478421,347.038515406162
2018022577,1,4,0,,,,,899,0,70,,12,2018,10,50,4,1,7,2,4,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,217732,775108,115.723484848485
2018022866,1,3,0,,,,,70,0,648,1223,12,2018,3,81,4,5,6,2,5,0,3,5,1,3,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,216293,756153,770.364583333333
2018022871,1,4,0,,,,,383,0,70,,38,2018,12,85,4,5,7,2,5,3,0,3,1,2,4,4,2,2,9,9,9,0,0,9,9,99,999,99,99,1,186424,627950,208.341666666667
2018023137,1,4,0,,,,,2,0,340,,51,2018,4,31,4,1,2,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,184588,683582,1831.75651041667
2018023659,1,4,0,,,,,6,0,1460,,51,2018,8,17,4,5,6,2,4,0,2,8,1,4,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,196624,672674,1164.29166666667
2018023902,2,4,0,,,,,446,0,20,,43,2018,6,70,4,1,2,2,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,202591,647952,888.383333333333
2018024437,1,4,0,,,,,20,0,100,,20,2018,1,86,4,5,1,2,3,3,0,4,1,4,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,177492,660504,4050.86805555556
2018024474,1,4,0,,,,,60,0,840,,61,2018,5,67,4,1,4,2,5,2,0,4,1,2,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,218514,625974,751.31455399061
2018024552,1,4,0,,,,,70,0,580,,12,2018,4,1,4,5,5,2,10,3,0,5,1,3,3,3,1,1,6,1,9,0,0,9,9,99,999,99,99,1,215905,750516,1018.25868055556
2018024866,1,4,0,,,,,2,0,800,,12,2018,10,2,4,5,3,2,19,0,2,7,1,3,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,193929,725995,1849.62760416667
2018025134,1,3,0,,,,,232,35,750,565,38,2018,12,57,4,1,7,2,2,0,2,5,1,2,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,168029,618051,135.58125
2018025415,1,4,0,,,,,40,0,2860,,51,2018,7,2,4,5,6,2,2,0,2,4,1,2,4,4,1,1,2,1,9,0,0,9,9,99,999,99,99,1,191300,660657,671.090476190476
2018025431,1,4,0,,,,,71,0,360,,14,2018,8,13,4,5,6,2,5,2,0,4,1,3,4,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,243629,715317,352.445707070707
2018025686,1,4,0,,,,,4,0,1750,,12,2018,7,62,4,1,3,2,2,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,194377,719660,1149.90548245614
2018026553,1,3,0,,,,,40,431,2696,4219,52,2018,4,53,3,1,2,2,2,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,187175,647121,955.589285714286
2018026609,2,4,0,,,,,398,0,60,,43,2018,11,86,4,5,5,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,223563,624204,230.354166666667
2018026715,1,3,0,,,,,35,232,56,565,38,2018,5,49,4,1,7,2,5,3,0,4,1,4,5,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,168029,618051,177.283783783784
2018026758,1,4,0,,,,,5504,0,10,,51,2018,8,92,4,5,7,2,5,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,195470,677093,708.895833333333
2018026846,1,4,0,,,,,225,0,140,,34,2018,9,69,4,1,6,2,5,3,0,1,1,1,1,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,202945,539701,25.0416666666667
2018026996,1,4,0,,,,,4,0,670,,38,2018,6,64,4,1,6,2,9,0,2,5,1,3,3,11,1,1,9,9,9,0,0,9,9,99,999,99,99,1,163181,621672,905.887280701754
2018027041,1,3,0,,,,,40,4613,2825,755,52,2018,3,80,4,5,1,2,2,0,3,5,1,3,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,191269,658314,971.990238095238
2018027076,1,4,0,,,,,25,0,1950,,34,2018,5,81,4,5,3,2,9,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,170465,582308,527.222953216374
2018027210,1,4,0,,,,,20,0,130,,20,2018,5,7,4,5,3,2,8,0,2,5,1,5,3,3,1,1,6,2,9,0,0,9,9,99,999,99,99,1,179717,661592,3942.046875
2018027280,1,3,0,,,,,66,0,256,1175,14,2018,4,79,1,5,6,2,10,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,213779,724326,267.904761904762
2018027317,1,4,0,,,,,4,0,2460,,12,2018,12,47,4,1,1,2,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,210151,773691,1158.40197368421
2018027441,1,4,0,,,,,85,0,150,,12,2018,6,74,4,1,6,2,4,3,0,5,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,222466,757970,862.14737654321
2018027634,2,4,0,,,,,446,0,100,,41,2018,10,72,4,1,5,2,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,205066,654435,925.877777777778
2018028162,1,4,0,,,,,4,0,1340,,51,2018,1,80,4,5,4,2,2,0,3,5,1,3,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,189222,679817,1159.22171052632
2018028205,1,4,0,,,,,5,0,80,,51,2018,6,22,4,5,7,2,8,0,2,5,1,4,3,6,1,1,6,2,9,0,0,9,9,99,999,99,99,1,188673,669407,933.109195402299
2018028397,1,4,0,,,,,79,0,100,,12,2018,2,7,4,5,6,2,8,3,0,5,1,5,3,3,1,1,6,2,9,0,0,9,9,99,999,99,99,1,216373,744471,891.200757575758
2018028403,1,4,0,,,,,90,0,640,,33,2018,2,65,4,1,7,2,2,0,1,5,1,1,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,207948,434440,217.981442577031
2018028464,1,4,0,,,,,443,0,110,,52,2018,12,62,4,1,5,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,199459,648511,1072.45833333333
2018028560,1,4,0,,,,,652,0,10,,12,2018,6,44,4,1,5,2,5,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,196690,719915,809.946581196581
2018028743,1,4,0,,,,,5614,0,10,,51,2018,5,5,4,5,4,2,1,0,2,1,1,2,3,3,1,1,9,9,9,1,2,2,9,99,999,99,99,1,198533,689940,597.486111111111
2018028857,1,4,0,,,,,4,0,1140,,20,2018,3,46,4,1,1,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,184171,661794,1158.40197368421
2018029285,1,4,0,,,,,4,0,1790,,12,2018,2,49,4,1,6,2,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,195773,723537,905.887280701754
2018029543,1,4,0,,,,,35,0,220,,38,2018,11,40,4,1,1,2,2,0,2,4,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,182072,612049,487.230855855856
2018029602,1,4,0,,,,,1,0,510,,61,2018,2,92,4,5,1,2,4,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,213638,634047,2301.52222222222
2018029631,1,4,0,,,,,31,,190,,34,2018,7,2,4,5,5,2,10,3,0,1,3,1,2,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,192430,578096,496.049242424242
2018029687,1,4,0,,,,,4,0,1100,,20,2018,6,78,4,1,6,2,11,1,0,1,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,183038,658019,905.887280701754
2018029884,1,4,0,,,,,89,0,380,,12,2018,2,33,4,1,3,2,9,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,240022,769346,470.284259259259
2018030421,1,4,0,,,,,4,0,680,,38,2018,2,80,4,5,7,2,2,0,2,5,1,4,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,163541,622598,718.821052631579
2018030634,1,4,0,,,,,2,0,300,,51,2018,5,35,4,1,6,2,11,0,2,6,1,4,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,183749,679689,1601.39583333333
2018030657,1,4,0,,,,,431,0,140,,52,2018,9,42,4,1,5,2,3,0,2,7,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,181204,650806,2363.19583333333
2018030806,2,4,0,,,,,437,0,70,,43,2018,12,80,4,5,6,2,5,2,0,4,1,3,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,225066,637125,612.733333333333
2018031230,1,4,0,,,,,4,0,650,,38,2018,3,53,4,1,2,2,5,0,1,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,162766,619662,1157.56403508772
2018031336,1,4,0,,,,,85,0,0,,12,2018,5,50,4,1,5,2,4,3,0,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,3,230253,759227,1080.78009259259
2018031363,1,4,0,,,,,465,0,20,,51,2018,8,61,4,1,6,2,10,3,0,4,1,4,3,1,1,1,6,5,9,0,0,9,9,99,999,99,99,1,197608,660388,252.041666666667
2018031424,1,4,0,,,,,316,,34,,34,2018,11,81,4,5,5,2,1,9,0,0,0,0,5,6,9,9,9,9,6,8,0,9,9,99,999,99,99,1,195667,579107,54.875
2018031641,1,4,0,,,,,25,0,1880,,34,2018,10,33,4,1,2,2,2,0,3,5,1,3,3,1,1,1,3,2,9,0,0,9,9,99,999,99,99,1,174035,577104,525.622807017544
2018032084,2,4,0,,,,,437,0,20,,43,2018,2,46,4,1,1,2,4,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,229238,634983,742.504166666667
2018032304,1,4,0,,,,,20,0,150,,20,2018,12,57,4,1,3,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,180269,663483,3942.046875
2018032747,1,4,0,,,,,89,0,480,,12,2018,2,34,4,1,5,2,2,2,0,2,3,2,3,1,1,5,9,9,9,0,0,9,9,99,999,99,99,1,245097,766453,471.839814814815
2018032896,1,4,0,,,,,431,0,110,,52,2018,1,71,4,5,4,2,3,0,2,5,1,5,3,6,1,1,9,9,9,0,0,9,9,99,999,99,99,1,178523,652040,2289.74583333333
2018033282,1,3,0,,,,,4,0,621,273,38,2018,10,57,4,1,3,2,2,0,3,5,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,161538,617305,1149.90548245614
2018033318,1,3,0,,,,,4,85,2305,4050,12,2018,5,61,1,1,1,2,2,3,0,3,1,1,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,209402,758228,1158.40197368421
2018033562,2,4,0,,,,,55,0,280,,41,2018,3,39,4,1,7,2,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,213905,678163,387.565104166667
2018033624,1,3,0,,,,,35,3500,18,563,38,2018,12,89,4,5,4,2,2,0,2,4,1,5,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,164506,619200,492.993243243243
2018033693,1,4,0,,,,,73,0,20,,14,2018,5,34,4,1,4,2,10,0,3,4,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,219273,732135,749.3125
2018033694,2,4,0,,,,,45,0,270,,43,2018,4,93,4,5,6,2,10,0,2,5,1,4,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,219429,640799,624.760416666667
2018033707,1,4,0,,,,,2,0,940,,12,2018,5,89,4,5,4,2,3,0,2,6,1,5,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,195782,739330,1844.74479166667
2018033759,1,4,0,,,,,2,0,510,,51,2018,7,49,4,1,6,2,7,0,2,5,1,3,3,1,1,1,8,1,9,0,0,9,9,99,999,99,99,1,187567,698788,1601.39583333333
2018034607,1,4,0,,,,,805,0,180,,12,2018,1,53,4,1,1,2,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,1,232930,751884,447.702380952381
2018034637,1,3,0,,,,,70,722,331,1199,14,2018,5,2,4,5,1,2,2,0,3,5,1,5,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,210402,730892,977.527777777778
2018034931,1,4,0,,,,,4,0,1340,,51,2018,8,27,4,1,4,2,3,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,189222,679817,1159.22171052632
2018034985,1,4,0,,,,,4,0,622,,38,2018,6,67,4,1,4,2,5,0,3,5,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,161551,617333,1159.22171052632
2018035291,1,3,0,,,,,70,79,530,1209,12,2018,7,47,4,1,6,2,2,0,3,4,1,5,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,214192,745724,770.364583333333
2018035646,1,4,0,,,,,386,0,60,,61,2018,12,66,4,1,7,2,5,2,0,4,1,2,3,11,1,1,9,9,9,0,0,9,9,99,999,99,99,1,207874,628682,168.092592592593
2018035762,1,4,0,,,,,264,0,2060,,34,2018,9,89,2,5,1,2,10,2,0,4,1,3,2,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,176633,592362,541.427083333333
2018035878,1,4,0,,,,,471,0,90,,51,2018,7,36,4,1,2,2,11,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,193599,663900,1312.3984375
2018035982,1,4,0,,,,,411,0,150,,52,2018,10,5,4,5,3,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,9,99,999,99,99,1,186190,638480,682.571581196581
2018036025,1,4,0,,,,,899,0,570,,12,2018,4,15,1,5,5,2,11,2,0,4,1,2,3,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,249809,779886,183.234848484848
2018036044,1,4,0,,,,,70,0,590,,12,2018,8,81,4,5,3,2,2,0,3,5,1,5,3,3,1,1,9,9,9,0,0,9,9,99,999,99,99,1,216151,751407,966.642939814815
2018036222,1,3,0,,,,,55,40,49,4104,20,2018,11,79,4,5,7,2,1,0,3,1,1,3,3,3,1,1,9,9,9,4,4,9,9,99,999,99,99,1,193435,675250,387.565104166667
2018036248,2,4,0,,,,,505,0,650,,41,2018,7,90,4,5,3,2,9,2,0,4,1,5,3,3,1,1,8,5,9,0,0,9,9,99,999,99,99,1,236788,664343,395.472222222222
