pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2014080194,1,1,2,8300,389,,15,,,,,,52,2014,5,67,4,1,3,3,1,0,2,1,1,3,3,1,1,1,9,9,9,0,0,9,4,44,442,0,13,1,182827,652651
2014080200,1,1,1,7900,214,212,,140042,,,,,51,2014,7,86,4,5,4,3,1,3,0,1,1,3,3,3,1,1,9,9,9,9,0,9,4,42,422,0,13,1,188953,666291
2014080231,1,1,2,9100,523,,31,,,,,,11,2014,12,52,4,1,2,1,4,0,2,1,1,3,4,1,1,1,9,9,9,0,0,9,2,24,245,0,15,3,208869,766401
2014080233,1,1,3,0,,,,,40,0,2489,709,52,2014,3,32,4,1,2,3,2,0,3,5,1,4,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,179421,630655
2014080239,1,1,2,3000,1308,,9999,,,,,,61,2014,12,69,4,5,3,3,3,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219049,628926
2014080241,1,1,3,0,,,,,232,334,597,1793,38,2014,10,81,4,5,5,3,2,0,1,4,1,4,3,3,2,2,9,9,9,0,0,9,6,61,614,99,99,1,163035,604316
2014080243,1,2,4,0,,,,,60,0,584,,43,2014,9,79,4,5,4,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,7,77,77,99,99,1,211690,608603
2014080253,1,1,2,1286,9000,,9999,,,,,,34,2014,6,32,4,1,1,3,2,0,3,1,1,3,4,1,1,1,9,9,9,0,0,9,6,62,623,99,28,2,184655,567447
2014080289,1,2,2,3616,201,,1,,,,,,43,2014,9,45,4,1,6,3,4,3,0,1,1,2,4,1,1,1,9,9,9,0,0,9,7,77,777,0,16,3,231477,633790
2014080298,1,1,1,70,146,181,,170007,,,,,38,2014,7,63,4,1,5,3,1,0,2,1,1,3,3,1,1,1,9,9,9,3,3,1,6,61,613,0,13,1,167411,635317
2014080307,1,1,1,5000,1104,1107,,10970515,,,,,20,2014,6,49,4,1,1,3,2,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179185,664236
2014080315,1,1,2,5000,388,,9999,,,,,,20,2014,10,85,4,5,1,3,1,9,0,0,0,0,5,6,9,9,9,9,7,0,0,9,5,51,511,0,13,3,183755,669714
2014080325,1,1,1,7900,118,136,,8310012,,,,,51,2014,7,73,4,1,5,2,3,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,188962,667223
2014080331,1,2,4,0,,,,,60,0,740,,43,2014,11,90,4,5,1,2,5,2,0,4,1,3,3,3,2,2,9,9,9,0,0,9,7,77,77,99,99,1,213503,619676
2014080341,1,1,2,1061,0,,9999,,,,,,14,2014,8,87,4,5,6,3,3,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,2,23,237,0,16,2,230596,734818
2014080342,1,1,1,9000,101,841,,9400021,,,,,34,2014,8,65,4,1,5,3,5,0,3,2,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,182311,573605
2014080343,1,1,2,9600,161,,57,,,,,,11,2014,11,10,4,5,5,3,8,0,2,1,1,5,3,3,1,1,2,1,9,0,0,9,3,31,311,0,16,1,207086,750138
2014080376,1,1,2,4000,816,,3,,,,,,11,2014,7,46,4,1,7,3,4,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,199390,746146
2014080387,1,1,1,6200,210,102,,7540021,,,,,20,2014,12,37,4,1,3,3,1,0,2,1,1,1,3,1,1,1,9,9,9,3,3,1,5,51,513,0,14,1,175884,659146
2014080401,1,1,2,78,9000,,9999,,,,,,61,2014,5,69,4,1,1,3,5,3,0,1,2,3,4,1,1,1,9,9,9,0,0,9,1,11,111,26,33,2,211409,635323
2014080420,1,1,1,8400,217,113,,17670004,,,,,52,2014,10,52,4,1,2,3,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,44,441,0,14,1,180160,644008
2014080427,1,1,2,7400,996,,100,,,,,,51,2014,10,60,3,1,6,3,1,1,0,1,1,2,3,1,1,1,9,9,9,1,2,1,4,41,411,0,13,1,185387,688368
2014080441,1,1,2,5000,2570,,14,,,,,,20,2014,9,35,4,1,2,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,181149,664996
2014080454,1,1,2,6600,796,,20,,,,,,20,2014,6,95,4,5,6,3,1,0,3,1,1,0,3,3,1,1,9,9,9,4,2,9,5,51,513,0,14,1,178043,656515
2014080483,1,1,3,0,,,,,3,0,2420,3752,38,2014,8,93,4,5,5,3,2,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,6,61,611,99,99,1,175914,625595
2014080487,1,1,4,0,,,,,9898,0,10,,12,2014,7,1,4,5,7,3,10,2,0,4,2,2,3,5,1,1,9,9,9,0,0,9,2,29,291,99,99,1,271323,795287
2014080516,1,1,4,0,,,,,35,0,120,,38,2014,7,37,4,1,6,2,10,0,2,5,1,3,3,1,3,1,9,9,9,0,0,9,6,12,612,99,99,1,173916,617434
2014080548,1,1,2,8200,118,,9999,,,,,,11,2014,7,34,4,1,1,3,17,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,16,3,207334,748567
2014080559,1,1,1,9000,923,359,,10520063,,,,,34,2014,7,58,4,1,3,3,2,3,0,2,1,2,3,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,179188,572597
2014080573,1,1,2,7400,406,,9999,,,,,,51,2014,11,76,4,5,1,3,4,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,4,41,411,0,13,3,186413,692879
2014080574,1,1,2,2720,0,,9999,,,,,,51,2014,10,64,4,1,6,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,41,412,0,26,2,195837,682257
2014080576,1,1,4,0,,,,,38,0,100,,61,2014,9,5,4,5,3,3,2,0,3,4,1,2,3,3,1,1,9,9,9,0,0,9,1,12,112,99,99,1,194984,621695
2014080580,1,1,2,5000,2378,,38,,,,,,20,2014,11,45,4,1,3,3,1,9,0,0,0,0,5,11,9,9,9,9,7,0,0,9,5,51,511,0,13,1,177973,662478
2014080586,1,1,2,7900,0,,9999,,,,,,51,2014,5,70,4,1,1,3,2,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,2,189446,665798
2014080587,1,1,1,9000,508,101,,8160021,,,,,34,2014,5,87,4,5,4,3,5,0,3,2,1,3,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,1,182073,574081
2014080592,1,1,2,5000,1620,,94,,,,,,20,2014,10,59,2,1,6,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,13,1,177316,661509
2014080611,1,1,2,3000,0,,9999,,,,,,61,2014,12,57,4,1,3,3,8,1,0,1,1,3,3,1,2,2,9,9,9,0,0,9,1,11,111,0,12,2,220936,632247
2014080615,1,1,2,1139,316,,9999,,,,,,12,2014,10,5,3,5,7,3,9,3,0,2,1,2,3,3,2,1,9,9,9,0,0,9,2,24,242,0,16,3,229302,757856
2014080632,1,1,3,0,,,,,20,0,85,8064,20,2014,5,54,4,1,3,3,4,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,53,513,99,99,1,177524,658992
2014080633,1,1,2,7100,1035,,9999,,,,,,38,2014,6,55,4,1,3,3,3,0,3,2,1,4,4,1,1,1,9,9,9,0,0,9,6,61,614,0,14,3,161437,620630
2014080634,1,1,1,3000,4452,4773,,24530725,,,,,61,2014,12,52,4,1,2,3,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,1,11,111,0,12,1,219462,635130
2014080635,1,2,4,0,,,,,555,0,136,,41,2014,10,69,3,1,3,3,9,3,0,4,1,2,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,231669,680698
2014080637,1,1,2,2710,0,,9999,,,,,,11,2014,4,41,3,1,5,3,3,0,1,1,0,2,3,1,1,1,9,9,9,0,0,9,3,32,323,0,25,2,214510,713989
2014080659,1,1,2,9300,209,,9999,,,,,,11,2014,8,69,4,1,4,3,8,0,1,1,1,2,3,1,1,1,9,1,9,0,0,9,3,32,322,99,16,3,194982,719341
2014080668,1,1,1,4000,323,309,,8050132,,,,,11,2014,12,35,4,1,6,3,2,1,0,1,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200849,746215
2014080669,1,1,2,5000,1511,,23,,,,,,20,2014,12,11,4,5,6,3,1,0,3,1,1,3,3,3,1,1,9,9,9,3,3,1,5,51,511,0,13,1,179674,663971
2014080672,1,1,4,0,,,,,12,0,22,,33,2014,7,72,4,1,3,3,2,2,0,4,4,2,2,1,1,5,9,9,9,0,0,9,6,62,625,99,99,1,191736,385251
2014080677,1,1,2,1161,0,,9999,,,,,,34,2014,8,81,4,5,4,3,2,3,0,1,1,3,2,3,1,1,9,9,9,0,0,9,6,62,623,0,25,2,176626,588878
2014080692,1,2,4,0,,,,,505,0,218,,41,2014,7,49,4,1,4,2,1,2,0,4,1,3,3,1,1,1,9,9,9,3,2,2,7,77,77,99,99,1,201751,668919
2014080694,1,1,1,7400,512,401,,9010032,,,,,51,2014,10,75,3,5,6,2,1,0,3,1,1,2,3,3,1,1,9,9,9,3,4,2,4,41,411,0,13,1,186083,692448
2014080703,1,1,2,6700,445,,9999,,,,,,14,2014,12,62,4,1,3,3,2,0,3,1,1,4,3,1,1,1,9,9,9,0,0,9,2,22,221,0,16,3,248244,742853
2014080710,1,1,4,0,,,,,66,0,199,,14,2014,5,65,1,1,3,3,4,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,34,234,99,99,1,217826,720824
2014080721,1,2,2,3797,204,,1,,,,,,43,2014,7,61,4,1,3,3,4,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,0,15,3,203671,648906
2014080722,1,1,4,0,,,,,918,0,250,,12,2014,11,49,4,1,3,3,2,2,0,4,1,4,3,1,1,1,9,9,9,0,0,9,2,11,211,99,99,1,260293,777958
2014080746,1,1,1,70,256,580,,9510003,,,,,38,2014,5,49,4,1,2,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,3,1,6,61,613,0,13,1,165506,633495
2014080766,1,1,1,4000,1161,1142,,16460323,,,,,11,2014,5,13,4,5,3,3,2,0,3,3,1,5,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,196225,746476
2014080774,1,1,2,3000,1636,,9999,,,,,,61,2014,5,65,4,1,4,3,1,2,0,1,1,2,3,1,1,1,9,9,9,4,3,9,1,11,111,0,12,3,220834,630057
2014080787,1,1,3,0,,,,,443,4314,49,2021,52,2014,5,96,4,5,3,3,2,0,3,4,1,2,3,6,1,1,9,9,9,0,0,9,4,31,431,99,99,1,194462,651187
2014080798,1,1,3,0,,,,,40,411,2620,727,52,2014,11,41,4,1,7,3,2,0,3,5,0,4,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,182538,641531
2014080817,1,1,4,0,,,,,1,0,170,,52,2014,10,32,4,1,2,3,4,0,2,5,1,5,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,193266,652525
2014080819,1,1,2,3000,1106,,9999,,,,,,61,2014,6,7,4,5,1,3,2,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219258,632218
2014080828,1,1,1,2400,205,340,,7850003,,,,,20,2014,5,34,4,1,6,3,2,1,0,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,512,0,16,1,185990,660013
2014080829,1,1,1,6100,503,518,,7930014,,,,,20,2014,7,30,4,1,2,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,1,184423,666612
2014080837,1,1,2,1292,0,,9999,,,,,,12,2014,5,3,4,5,6,3,8,3,0,4,1,3,3,3,1,1,2,9,9,0,0,9,2,24,246,99,26,2,214092,759331
2014080844,1,1,2,7900,1214,,3,,,,,,51,2014,10,79,4,5,5,2,1,3,0,1,1,3,3,3,1,1,9,9,9,3,2,2,4,42,422,0,13,1,187645,665879
2014080857,1,1,4,0,,,,,70,0,590,,12,2014,9,54,4,1,7,3,3,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,2,24,241,99,99,1,216160,751400
2014080858,1,1,2,8400,410,,9999,,,,,,52,2014,8,69,4,1,3,3,11,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,44,441,0,14,3,181807,644910
2014080864,1,1,1,7400,406,419,,8990032,,,,,51,2014,12,32,4,1,3,3,1,0,3,1,1,1,4,1,1,1,9,9,9,3,3,1,4,41,411,0,13,1,186235,692486
2014080868,1,1,3,0,,,,,25,232,2182,536,34,2014,8,45,4,1,6,3,5,3,0,5,1,3,4,1,1,1,9,9,9,0,0,9,6,62,621,99,99,1,155749,597243
2014080887,1,1,4,0,,,,,79,0,236,,14,2014,12,67,4,5,2,1,1,2,0,4,1,3,3,6,1,1,9,9,9,1,2,2,2,25,237,99,99,1,226482,737073
2014080909,1,1,3,0,,,,,5,40,105,4021,51,2014,10,40,4,1,1,3,2,0,3,4,1,4,3,1,2,1,9,9,9,0,0,9,4,42,422,99,99,1,191061,669820
2014080917,1,1,1,7400,649,609,,10590397,,,,,51,2014,10,29,4,1,1,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,1,1,4,41,411,0,13,1,186451,688588
2014080928,1,2,1,3780,207,204,,10038,,,,,43,2014,9,51,4,1,2,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,7,77,777,0,15,1,211688,623303
2014080932,1,1,1,3000,1106,,,,,,,,61,2014,12,34,4,1,4,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219258,632218
2014080933,1,1,1,5000,1611,2157,,80150663,,,,,20,2014,9,35,4,1,7,3,5,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177827,661807
2014080950,1,1,1,70,190,181,,70003,,,,,38,2014,8,81,4,5,1,2,1,0,3,1,1,3,3,3,1,1,9,9,9,3,3,2,6,61,613,0,13,1,166564,635617
2014080951,1,1,1,8300,348,364,,400005,,,,,52,2014,5,61,4,1,4,3,2,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,44,442,0,13,1,182197,652561
2014080952,1,1,1,7900,111,144,,11720111,,,,,51,2014,11,73,4,5,1,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,42,422,0,13,1,190334,667793
2014080955,1,1,2,4000,348,,82,,,,,,11,2014,8,29,4,1,6,3,2,0,2,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200233,747193
2014080979,1,1,1,7900,630,631,,150054,,,,,51,2014,7,55,4,1,1,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190337,664494
2014080980,1,1,1,7800,102,104,,7660002,,,,,11,2014,10,33,4,1,3,3,2,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,99,16,1,197126,709576
2014080995,1,1,3,0,,,,,22,79,125,9736,11,2014,12,1,4,5,5,3,2,0,3,3,1,4,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,209748,749929
2014080996,1,1,1,4000,635,813,,9790431,,,,,11,2014,10,31,4,1,3,3,2,0,3,1,1,5,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,198356,746803
2014081006,1,1,1,7100,1017,1048,,10300021,,,,,38,2014,12,42,4,1,3,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,6,61,614,0,14,1,160065,620099
2014081028,1,1,1,2660,125,172,,7800003,,,,,52,2014,10,81,4,5,3,3,1,0,3,1,0,3,3,3,1,1,9,9,9,3,3,1,4,44,441,0,16,1,175817,641233
2014081054,1,2,2,3557,133,,4,,,,,,41,2014,10,69,4,1,5,3,2,3,0,1,1,4,3,1,1,1,9,9,9,0,0,9,7,77,777,99,19,3,214975,680108
2014081056,1,1,2,5000,1983,,9999,,,,,,20,2014,10,63,2,1,6,3,4,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,3,177114,661700
2014081057,1,2,4,0,,,,,5,0,245,,41,2014,7,4,4,5,4,2,3,3,0,6,1,0,3,3,1,1,9,9,9,0,0,9,7,77,77,99,99,1,204413,667653
2014081058,1,1,2,7700,320,,9999,,,,,,14,2014,11,79,4,5,4,3,2,2,0,1,1,3,1,3,1,1,9,9,9,0,0,9,2,23,234,0,16,3,228054,723528
2014081062,1,1,1,8300,925,1250,,19590323,,,,,52,2014,10,57,4,1,4,3,1,0,2,2,1,5,3,1,1,1,9,9,9,1,4,2,4,44,442,0,13,1,178880,654263
2014081069,1,1,2,70,580,,9999,,,,,,38,2014,12,55,4,1,3,3,4,0,2,1,1,3,3,1,1,1,9,9,9,0,0,9,6,61,613,0,13,3,166875,632632
2014081070,1,1,2,70,852,,9999,,,,,,38,2014,5,54,4,1,5,3,2,3,0,1,1,2,3,1,2,1,9,9,9,0,0,9,6,61,613,0,13,3,166476,633351
2014081083,1,1,1,1061,0,,,,,,,,14,2014,11,60,4,1,1,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,2,23,237,0,16,2,230596,734818
2014081100,1,1,2,8600,1604,,9999,,,,,,20,2014,6,71,4,1,7,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,3,183945,663522
2014081102,1,1,4,0,,,,,410,0,10,,52,2014,8,82,4,5,7,2,2,0,3,5,1,3,3,3,1,1,9,9,9,0,0,9,4,44,441,99,99,1,177106,642191
2014081103,1,1,4,0,,,,,4,,,,11,2014,5,65,4,1,2,3,3,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,4,11,411,99,99,3,191667,696438
2014081108,1,1,2,6500,804,,9999,,,,,,11,2014,6,73,4,1,4,3,10,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,0,15,3,195134,703840
2014081114,1,1,2,480,0,,9999,,,,,,12,2014,10,71,1,1,5,3,10,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,24,243,99,27,2,235712,763260
2014081120,1,1,4,0,,,,,0,,,,51,2014,6,75,2,1,3,3,2,0,2,5,1,3,4,1,1,1,9,9,9,0,0,9,9,99,999,99,99,9,,
2014081121,1,1,2,6200,212,,9999,,,,,,20,2014,9,95,4,5,5,3,3,1,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,513,0,14,3,175456,658360
2014081129,1,1,1,1167,205,203,,100089,,,,,11,2014,9,40,4,1,5,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,15,18,1,194823,709004
2014081135,1,1,3,0,,,,,4,0,2205,433,11,2014,5,83,4,5,7,3,2,3,0,1,1,1,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208204,748966
2014081141,1,1,1,7400,235,311,,8190021,,,,,51,2014,8,79,4,5,1,3,2,0,3,1,1,2,3,6,1,1,9,9,9,0,0,9,4,41,411,0,13,1,187356,694265
2014081156,1,1,2,9100,404,,93,,,,,,12,2014,7,80,4,5,2,3,3,3,0,1,1,2,3,6,1,1,9,9,9,0,0,9,2,24,245,0,15,1,209270,767547
2014081159,1,1,2,4000,878,,9999,,,,,,11,2014,11,37,4,1,1,3,4,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,3,31,311,0,13,3,200484,746138
2014081172,1,1,2,4000,997,,9999,,,,,,11,2014,8,65,4,1,1,3,2,0,3,1,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,3,196204,744680
2014081183,1,1,2,634,101,,9999,,,,,,51,2014,12,30,4,1,4,3,1,3,0,1,1,3,4,1,1,1,9,9,9,9,0,9,4,42,422,0,26,3,198299,669304
2014081186,1,1,4,0,,,,,79,0,3,,11,2014,4,89,2,5,2,2,8,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,3,31,311,99,99,1,209180,750134
2014081202,1,1,1,2640,135,136,,600003,,,,,51,2014,6,3,4,5,2,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,4,42,422,0,15,1,195002,667104
2014081204,1,1,3,0,,,,,234,2333,114,1809,34,2014,10,73,4,1,2,3,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,6,22,622,99,99,1,155298,579781
2014081212,1,1,2,5000,2671,,2,,,,,,20,2014,12,45,4,1,1,3,8,3,0,1,1,5,3,1,1,1,8,4,9,0,0,9,5,51,511,0,13,1,180381,663297
2014081218,1,1,4,0,,,,,40,0,2612,,52,2014,6,41,4,1,2,3,2,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,181916,640902
2014081225,1,1,1,5000,1620,1352,,18630532,,,,,20,2014,12,24,4,5,4,3,2,1,0,1,1,3,3,6,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177459,662709
2014081226,1,1,2,536,0,,9999,,,,,,12,2014,5,61,4,1,5,3,5,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,2,24,243,99,28,2,231360,764816
2014081229,1,1,1,9000,244,279,,15240012,,,,,34,2014,9,44,4,1,4,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,179822,575358
2014081234,1,1,2,8600,1117,,9999,,,,,,20,2014,12,49,4,1,2,3,1,9,0,0,0,0,5,11,9,9,9,9,9,3,3,9,5,51,512,0,14,3,183868,664167
2014081246,1,1,1,3000,733,643,,16170164,,,,,61,2014,9,78,4,5,1,3,2,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,1,219833,632258
2014081256,1,1,2,1200,451,,50,,,,,,52,2014,11,54,4,1,5,2,1,3,0,1,1,3,3,1,1,1,9,9,9,1,2,1,4,43,431,0,15,1,199960,646326
2014081259,1,1,3,0,,,,,35,3500,18,563,38,2014,8,32,4,1,4,3,2,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,6,61,614,99,99,1,164506,619200
2014081269,1,1,2,498,0,,9999,,,,,,14,2014,11,67,4,5,2,3,1,3,0,1,1,2,3,6,1,1,9,9,9,3,2,1,2,23,237,99,27,2,235470,742415
2014081276,1,1,2,5000,1791,,9999,,,,,,20,2014,10,39,4,1,6,3,1,1,0,1,1,0,3,1,1,9,9,9,9,0,0,9,5,51,511,0,13,3,176476,661044
2014081305,1,1,2,1063,112,,39,,,,,,12,2014,7,41,4,1,4,3,2,3,0,1,1,2,4,1,1,1,9,9,9,0,0,9,2,24,243,0,16,1,226971,768592
2014081312,1,1,2,9100,304,,16,,,,,,12,2014,7,53,4,1,1,3,4,1,0,1,1,1,3,1,1,1,9,9,9,0,0,9,2,24,245,0,15,1,210060,767473
2014081319,1,1,2,5000,2773,,9999,,,,,,20,2014,5,11,4,5,4,2,1,9,0,0,0,0,5,6,9,9,9,9,9,4,0,9,5,51,511,0,13,3,180522,661768
2014081320,1,1,3,0,,,,,375,3855,68,1909,61,2014,8,73,4,1,1,3,2,2,0,4,1,2,3,1,1,1,9,9,9,0,0,9,1,11,112,99,99,1,201156,622669
2014081328,1,1,2,4201,0,,9999,,,,,,12,2014,8,89,4,5,5,3,7,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,2,29,291,99,27,2,272172,796603
2014081329,1,1,2,5000,2960,,1,,,,,,20,2014,5,63,4,1,5,3,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,2,5,51,511,0,13,1,182376,661892
2014081339,1,1,3,0,,,,,70,8533,694,1233,11,2014,12,46,4,1,5,3,4,0,3,4,1,3,3,1,1,1,9,9,9,0,0,9,2,24,245,99,99,1,215642,760742
2014081348,1,1,2,1015,112,,9999,,,,,,61,2014,7,57,4,1,1,2,1,0,3,1,1,3,3,1,1,1,9,9,9,3,2,1,1,11,111,99,16,3,214158,633214
2014081356,1,1,3,0,,,,,425,,,,61,2014,8,95,4,5,7,3,2,2,0,4,1,2,4,5,1,1,9,9,9,0,0,9,1,11,111,99,99,3,210189,635681
2014081411,1,2,4,0,,,,,55,0,125,,41,2014,6,71,4,1,5,3,2,1,0,1,1,5,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,199858,676679
2014081416,1,1,4,0,,,,,90,0,450,,33,2014,11,28,4,1,6,3,10,1,0,5,1,3,3,1,1,1,6,1,9,0,0,9,6,25,625,99,99,1,202351,417441
2014081423,1,1,2,3000,632,,5,,,,,,61,2014,11,60,4,1,1,3,1,3,0,1,1,4,3,1,1,1,9,9,9,3,3,2,1,11,111,0,12,1,219853,632536
2014081432,1,1,3,0,,,,,1,4,46,5,20,2014,6,1,4,5,2,3,3,0,4,5,1,4,3,6,1,1,9,9,9,0,0,9,5,53,513,99,99,1,183272,658417
2014081441,1,1,4,0,,,,,41,0,40,,38,2014,7,45,4,1,3,3,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,61,613,99,99,1,171016,637718
2014081458,1,1,2,565,101,,73,,,,,,20,2014,10,1,2,5,4,2,10,3,0,1,1,3,3,6,1,1,9,9,9,0,0,9,5,51,513,99,17,1,181881,659252
2014081467,1,1,2,3000,4121,,9999,,,,,,61,2014,11,81,4,5,7,3,8,0,2,4,1,3,1,6,1,1,6,9,9,0,0,9,1,11,111,0,12,2,223381,633927
2014081468,1,1,2,3000,1207,,9999,,,,,,61,2014,7,83,4,5,7,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,216617,630453
2014081498,1,1,1,7100,507,540,,8450006,,,,,38,2014,9,82,4,5,1,3,1,0,3,1,1,2,3,6,1,1,9,9,9,3,3,1,6,61,614,0,14,1,160762,618329
2014081501,1,1,2,9000,508,,15,,,,,,34,2014,9,56,4,1,4,3,11,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,181182,573495
2014081504,1,1,2,4000,1031,,35,,,,,,11,2014,10,64,4,1,2,3,1,0,3,1,1,2,3,1,1,1,9,9,9,3,3,1,3,31,311,0,13,1,201826,743302
2014081531,1,1,4,0,,,,,90,0,550,,33,2014,5,88,4,5,4,3,10,2,0,5,1,2,3,5,9,2,9,9,9,0,0,9,6,25,625,99,99,1,205802,426168
2014081546,1,1,2,5000,1718,,9999,,,,,,20,2014,9,65,4,1,1,3,2,1,0,1,1,2,2,1,1,1,9,9,9,0,0,9,5,51,511,0,13,3,176520,661476
2014081550,1,1,2,5000,1143,,9999,,,,,,20,2014,8,19,4,5,6,2,1,0,2,1,1,1,3,3,1,1,9,9,7,0,0,9,5,51,511,0,13,3,178077,664884
2014081552,1,1,2,5000,9991,,9999,,,,,,20,2014,6,27,4,1,2,3,8,3,0,1,1,2,3,1,1,1,5,1,9,0,0,9,5,51,511,0,13,2,180245,664940
2014081555,1,1,2,5000,1511,,23,,,,,,20,2014,6,75,4,1,2,3,1,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179674,663971
2014081581,1,1,2,1061,159,,9999,,,,,,14,2014,9,84,4,5,4,3,2,0,3,1,1,5,4,3,1,1,9,9,9,0,0,9,2,23,237,0,16,3,231946,735898
