pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2014015934,1,1,2,5000,738,,20,,,,,,20,2014,2,81,4,5,7,3,4,0,3,1,1,0,3,6,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178718,664338
2014015937,1,1,2,7600,431,,22,,,,,,12,2014,1,81,4,5,5,3,4,0,3,1,1,4,3,6,1,1,9,9,9,0,0,9,2,24,246,0,16,1,207583,760233
2014015943,1,1,4,0,,,,,65,0,679,,14,2014,2,81,4,5,1,3,4,2,0,4,1,3,3,5,1,1,9,9,9,0,0,9,2,22,222,99,99,1,238709,739702
2014015945,1,1,4,0,,,,,805,0,165,,12,2014,2,81,4,5,6,3,5,3,0,4,1,3,3,5,1,1,9,9,9,0,0,9,2,24,241,99,99,1,231734,751379
2014015946,1,1,2,472,101,,9999,,,,,,61,2014,3,81,4,5,6,3,5,3,0,1,1,2,3,3,1,2,9,9,9,0,0,9,1,11,111,99,28,3,210607,635017
2014015947,1,1,3,0,,,,,79,781,50,1373,11,2014,1,81,4,5,1,3,5,3,0,2,1,2,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,212775,747511
2014015948,1,1,2,2650,505,,9999,,,,,,20,2014,2,81,4,5,4,2,5,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,511,0,16,3,182992,671933
2014015949,1,1,4,0,,,,,42,0,860,,52,2014,4,81,4,5,1,3,5,3,0,4,1,4,3,5,1,1,9,9,9,0,0,9,4,44,441,99,99,1,172888,637690
2014015953,1,1,2,7700,324,,9,,,,,,14,2014,1,81,4,5,5,3,7,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,2,23,234,0,16,1,227962,723289
2014015960,1,1,2,2500,138,,9999,,,,,,11,2014,1,81,4,5,1,3,8,0,2,1,1,4,3,3,2,2,6,1,9,0,0,9,3,31,311,0,16,3,203988,740943
2014015963,1,1,2,7500,0,,9999,,,,,,12,2014,1,81,4,5,3,3,8,3,0,1,1,2,3,6,1,1,5,2,9,0,0,9,2,24,241,0,26,2,228322,752210
2014015967,1,1,2,8400,416,,5,,,,,,52,2014,2,81,4,5,7,3,8,1,0,1,1,2,3,3,1,1,8,9,9,0,0,9,4,44,441,0,14,3,181989,644592
2014015975,1,1,2,1057,9998,,9999,,,,,,34,2014,2,81,4,5,4,2,10,1,0,4,1,0,4,5,1,6,9,9,9,0,0,9,6,62,624,51,35,2,234758,562389
2014015979,1,1,2,565,112,,13,,,,,,20,2014,1,81,4,5,2,3,10,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,513,99,17,1,182319,658711
2014015980,1,1,2,1309,220,,9999,,,,,,51,2014,1,81,4,5,5,3,11,9,0,1,0,2,3,6,1,1,9,9,9,0,0,9,4,42,422,0,16,3,196200,662316
2014015990,1,1,2,2550,113,,9999,,,,,,52,2014,3,81,4,5,3,2,11,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,44,441,99,16,3,179472,636110
2014016003,1,1,4,0,,,,,6513,0,10,,11,2014,2,81,4,5,6,3,19,2,0,4,1,3,4,5,1,1,9,9,9,0,0,9,3,32,323,99,99,1,207473,710999
2014016008,1,1,2,3000,2004,,56,,,,,,61,2014,2,81,4,5,4,3,1,3,0,1,1,1,4,3,1,1,9,9,7,8,0,9,1,11,111,0,12,1,216082,628947
2014016009,1,1,1,7900,231,226,,10460041,,,,,51,2014,4,81,4,5,5,3,1,1,0,1,1,2,3,3,1,1,9,9,9,3,3,1,4,42,422,0,13,1,189712,665966
2014016013,1,1,2,6900,205,,20,,,,,,51,2014,2,81,4,5,5,3,1,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,4,42,421,0,14,1,193299,675884
2014016014,1,1,2,2640,180,,20,,,,,,51,2014,2,81,4,5,4,3,1,3,0,1,1,3,3,3,1,1,9,9,9,3,3,2,4,42,422,0,15,1,195297,667253
2014016016,1,1,2,8600,1726,,7,,,,,,20,2014,2,81,4,5,4,3,2,3,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,512,0,14,3,183750,662543
2014016017,1,1,2,4000,274,,9999,,,,,,11,2014,2,81,4,5,4,3,3,0,5,1,1,2,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,3,205129,743526
2014016019,1,1,3,0,,,,,9778,9779,32,2779,12,2014,2,81,4,5,5,3,2,3,0,4,1,4,3,3,1,1,9,9,9,0,0,9,2,11,211,99,99,1,257466,788027
2014016022,1,1,1,4000,1090,1022,,7910213,,,,,11,2014,2,81,4,5,7,3,1,0,3,1,1,2,3,3,1,1,9,9,9,3,3,1,3,31,311,0,13,1,201243,744500
2014016023,1,1,2,1061,159,,9999,,,,,,14,2014,4,81,4,5,6,2,1,0,3,1,1,3,3,3,1,1,9,9,9,1,2,1,2,23,237,0,16,3,231946,735898
2014016024,1,1,2,6800,310,,9999,,,,,,11,2014,4,81,4,5,7,3,1,0,3,1,1,2,3,3,1,1,9,9,7,0,0,9,3,31,311,0,15,3,210403,745405
2014016025,1,1,1,7700,319,320,,160005,,,,,14,2014,4,81,4,5,7,3,2,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,2,23,234,0,16,1,227593,723695
2014016026,1,1,2,7300,1038,,9999,,,,,,14,2014,3,81,4,5,7,3,2,0,3,2,1,3,3,3,1,1,9,9,9,0,0,9,2,23,237,0,25,3,227546,732171
2014016032,1,1,4,0,,,,,211,0,1340,,34,2014,2,81,4,5,3,2,3,3,0,5,1,3,3,5,1,1,9,9,9,0,0,9,6,26,626,99,99,1,165362,541917
2014016043,1,1,4,0,,,,,3,0,2450,,38,2014,3,81,4,5,5,3,5,0,2,3,1,3,3,3,2,2,9,9,9,0,0,9,6,61,611,99,99,1,177939,627942
2014016044,1,1,4,0,,,,,25,0,2200,,34,2014,3,81,4,5,5,3,5,2,0,5,1,4,4,3,4,1,9,9,9,0,0,9,6,14,614,99,99,1,154176,598352
2014016045,1,1,2,8600,502,,23,,,,,,20,2014,2,81,4,5,1,3,7,3,0,1,1,2,1,3,1,1,9,9,9,0,0,9,5,51,512,0,14,1,181672,665203
2014016050,1,1,1,4000,625,668,,18380355,,,,,11,2014,2,81,4,5,2,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,199019,744211
2014016051,1,1,2,8500,202,,9,,,,,,52,2014,3,81,4,5,3,3,3,1,0,1,1,2,4,6,1,1,9,9,9,0,0,9,4,43,432,0,15,3,188597,648201
2014016053,1,1,1,2610,252,200,,7820001,,,,,61,2014,3,81,4,5,1,3,3,0,3,1,1,2,3,3,2,2,9,9,9,0,0,9,1,11,112,0,14,1,198282,628004
2014016055,1,1,1,5000,1511,1101,,8710345,,,,,20,2014,3,82,4,5,3,3,1,1,0,1,1,3,3,3,1,1,9,9,9,4,9,9,5,51,511,0,13,1,179565,664279
2014016056,1,1,1,7900,304,318,,300052,,,,,51,2014,4,82,4,5,1,2,1,0,3,1,1,2,3,3,1,1,9,9,9,1,3,1,4,42,422,0,13,1,190337,665841
2014016057,1,1,1,7100,394,806,,570002,,,,,38,2014,4,82,4,5,1,2,1,0,3,1,1,1,2,3,1,1,9,9,9,3,3,2,6,61,614,0,14,1,159374,621120
2014016059,1,1,2,1304,195,,50,,,,,,52,2014,2,82,4,5,2,3,1,0,3,1,0,3,4,3,1,1,9,9,7,0,0,9,4,43,432,99,16,1,194997,656843
2014016060,1,1,2,2660,184,,26,,,,,,52,2014,2,82,4,5,2,3,1,3,0,1,1,2,3,3,1,1,9,9,9,3,3,2,4,44,441,0,16,1,175832,642389
2014016062,1,1,3,0,,,,,85,804,280,9326,12,2014,1,82,4,5,4,3,2,0,3,4,1,3,3,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,234804,759744
2014016063,1,1,1,9000,834,811,,8370023,,,,,34,2014,2,82,4,5,2,2,2,0,2,2,1,3,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180487,572654
2014016067,1,1,4,0,,,,,40,0,2559,,52,2014,4,82,4,5,7,3,3,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,4,44,441,99,99,1,178797,636799
2014016076,1,1,2,6300,318,,9999,,,,,,20,2014,2,82,4,5,4,3,3,3,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,512,0,15,3,182452,663862
2014016084,1,2,2,3780,219,,3,,,,,,43,2014,3,82,4,5,4,3,4,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,7,77,777,0,15,3,210151,622631
2014016091,1,2,4,0,,,,,505,0,205,,41,2014,2,82,4,5,5,3,10,3,0,4,1,3,3,3,1,1,9,9,9,0,0,9,7,77,77,99,99,1,200567,668621
2014016096,1,1,2,5000,1011,,9999,,,,,,20,2014,2,82,4,5,6,3,10,1,0,4,1,4,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,3,180525,668440
2014016100,1,1,3,0,,,,,40,1,2779,13,52,2014,3,82,4,5,7,3,2,0,3,4,1,3,3,3,1,1,9,9,9,0,0,9,4,32,432,99,99,1,191146,653847
2014016101,1,1,2,1139,186,,33,,,,,,12,2014,3,82,4,5,3,2,1,3,0,1,4,2,3,3,1,1,9,9,9,1,2,2,2,24,242,0,16,1,227523,756616
2014016102,1,1,1,1015,154,253,,150001,,,,,61,2014,3,82,4,5,5,2,1,0,2,1,1,1,3,3,2,2,9,9,9,3,3,2,1,11,111,99,16,1,214433,634673
2014016103,1,1,1,2600,147,167,,180005,,,,,33,2014,4,82,4,5,5,3,1,0,3,1,1,2,3,3,1,1,9,9,9,3,3,2,6,62,625,0,15,1,194123,385321
2014016105,1,1,1,2650,225,221,,370004,,,,,20,2014,2,82,4,5,3,3,1,1,0,1,1,2,3,3,1,1,9,9,9,3,3,2,5,51,511,0,16,1,185453,672331
2014016106,1,1,2,7900,107,,9999,,,,,,51,2014,2,82,4,5,6,3,1,0,3,1,1,0,3,6,1,1,9,9,9,3,3,9,4,42,422,0,13,3,189797,666735
2014016108,1,1,2,9000,353,,9999,,,,,,34,2014,2,82,4,5,1,2,1,3,0,1,1,4,4,3,1,1,9,9,9,3,2,1,6,62,623,0,13,3,178599,574552
2014016111,1,1,2,8400,714,,6,,,,,,52,2014,4,82,4,5,2,3,2,1,0,1,0,3,4,3,1,1,9,9,9,0,0,9,4,44,441,0,14,1,181727,643722
2014016112,1,1,2,250,0,,9999,,,,,,14,2014,4,82,3,5,7,3,2,0,3,1,1,2,3,3,1,1,9,9,9,0,0,9,2,23,235,13,33,2,211466,727737
2014016113,1,1,4,0,,,,,4,0,1780,,11,2014,4,82,4,5,2,3,2,2,0,1,1,3,3,3,1,1,9,9,9,0,0,9,3,32,321,99,99,1,195555,722557
2014016114,1,1,3,0,,,,,4,67,1774,381,11,2014,3,82,2,5,7,3,2,0,2,5,1,5,3,3,1,1,9,9,9,0,0,9,3,32,321,99,99,1,195290,722027
2014016115,1,1,2,8400,438,,4,,,,,,52,2014,3,82,4,5,1,3,2,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,4,44,441,0,14,1,182076,644197
2014016117,1,1,4,0,,,,,4,0,1955,,11,2014,3,82,4,5,1,3,2,0,1,4,1,3,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,196821,739739
2014016131,1,1,4,0,,,,,784,0,230,,12,2014,1,82,4,5,1,3,4,2,0,4,1,2,3,5,1,1,6,9,9,0,0,9,2,24,242,99,99,1,225373,755917
2014016136,1,1,2,2610,242,,9999,,,,,,61,2014,2,82,4,5,7,3,8,0,2,1,1,2,3,3,1,1,2,4,9,0,0,9,1,11,112,0,14,3,199857,628073
2014016145,1,1,4,0,,,,,6,0,1300,,52,2014,2,82,4,5,1,1,3,0,2,7,1,4,3,4,1,1,9,9,9,0,0,9,4,43,432,99,99,1,197017,658268
2014016146,1,1,1,2600,139,105,,7480001,,,,,33,2014,1,82,4,5,1,3,1,1,0,1,1,2,3,3,1,9,9,9,9,3,3,2,6,62,625,0,15,1,194476,385491
2014016152,1,1,2,7300,1096,,9999,,,,,,14,2014,3,82,4,5,5,3,3,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,2,23,237,0,25,3,227330,731926
2014016156,1,1,4,0,,,,,431,0,115,,52,2014,2,82,4,5,4,3,8,0,2,3,1,3,3,3,1,1,6,2,9,0,0,9,4,44,442,99,99,1,178914,651723
2014016157,1,1,2,3000,4388,,9999,,,,,,61,2014,4,82,3,5,4,3,10,3,0,1,1,1,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219645,628273
2014016161,1,1,1,7900,216,118,,9450041,,,,,51,2014,4,82,4,5,3,3,1,1,0,1,1,2,3,3,1,1,9,9,9,9,0,9,4,42,422,0,13,1,189325,666254
2014016162,1,1,1,3000,1714,4550,,24140824,,,,,61,2014,3,82,1,5,1,3,2,0,3,1,1,5,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,1,219596,626527
2014016163,1,1,1,9000,810,311,,7120043,,,,,34,2014,1,82,4,5,6,3,2,0,3,2,1,4,2,3,1,1,9,9,9,0,0,9,6,62,623,0,13,1,179351,572984
2014016164,1,1,1,70,240,302,,8300054,,,,,38,2014,1,83,4,5,3,3,1,0,3,1,0,2,3,3,1,1,9,9,9,3,3,1,6,61,613,0,13,1,166497,633493
2014016165,1,1,1,2600,109,105,,7640001,,,,,33,2014,1,83,4,5,1,3,1,0,3,1,0,2,3,3,1,1,9,9,9,3,3,1,6,62,625,0,15,1,194473,384979
2014016168,1,1,1,6200,212,220,,7570022,,,,,20,2014,2,83,4,5,7,3,1,3,0,1,1,2,1,3,1,1,9,9,9,3,3,2,5,51,513,0,14,1,175707,659355
2014016169,1,2,2,3616,9998,,9999,,,,,,43,2014,2,83,4,5,2,3,1,3,0,1,1,3,3,3,1,1,9,9,7,8,0,9,7,77,777,0,16,2,229113,631953
2014016170,1,1,2,6000,0,,9999,,,,,,11,2014,1,83,4,5,5,3,1,0,3,1,1,2,3,3,1,1,9,9,9,3,3,9,3,32,324,0,26,2,204157,702852
2014016171,1,1,2,8600,1604,,18,,,,,,20,2014,3,83,4,5,3,2,1,1,0,1,1,2,3,3,1,1,9,9,9,3,3,2,5,51,512,0,14,1,183962,663954
2014016172,1,1,1,7600,205,403,,190005,,,,,12,2014,3,83,4,5,2,3,1,0,3,1,1,2,3,3,1,1,9,9,9,3,3,2,2,24,246,0,16,1,207804,759279
2014016175,1,1,1,8300,114,136,,20390010,,,,,52,2014,4,83,4,5,2,3,1,3,0,1,1,4,1,3,1,1,9,9,9,3,1,2,4,44,442,0,13,1,180079,654731
2014016178,1,1,2,1139,353,,9999,,,,,,12,2014,4,83,4,5,5,3,1,0,3,1,1,4,3,3,1,1,9,9,9,3,3,2,2,24,242,0,16,3,226504,756843
2014016180,1,1,2,7900,235,,9999,,,,,,51,2014,5,83,4,5,7,3,15,3,0,1,1,0,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,3,189807,666344
2014016181,1,1,2,6700,0,,9999,,,,,,14,2014,4,83,4,5,6,2,1,3,0,1,1,2,3,3,1,1,9,9,9,1,2,2,2,22,221,0,16,2,249429,743698
2014016184,1,1,1,70,817,802,,9240073,,,,,38,2014,4,83,4,5,1,3,2,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,6,61,613,0,13,1,166097,631277
2014016185,1,1,2,8600,508,,9999,,,,,,20,2014,4,83,4,5,7,3,2,3,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,512,0,14,3,181846,665500
2014016186,1,1,3,0,,,,,402,0,45,793,51,2014,4,83,3,5,4,3,2,0,2,1,1,3,3,6,1,1,9,9,9,0,0,9,4,42,421,99,99,1,190155,674971
2014016188,1,1,3,0,,,,,241,2414,161,1819,34,2014,4,83,4,5,4,3,2,0,3,5,1,4,4,3,1,1,9,9,9,0,0,9,6,62,622,99,99,1,162442,580854
2014016189,1,1,2,638,0,,9999,,,,,,51,2014,3,83,4,5,2,2,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,4,41,412,0,26,2,198047,688325
2014016190,1,1,2,2400,338,,9999,,,,,,20,2014,3,83,2,5,7,3,2,1,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,512,0,16,3,185925,660035
2014016191,1,1,3,0,,,,,444,5,231,2043,51,2014,3,83,4,5,4,3,2,0,3,5,1,4,3,3,2,2,9,9,9,0,0,9,4,42,422,99,99,1,194591,669190
2014016192,1,1,1,4000,354,358,,40223,,,,,11,2014,3,83,4,5,1,3,2,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,199828,747472
2014016195,1,1,1,6600,531,536,,100042,,,,,20,2014,2,83,4,5,5,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178211,659528
2014016196,1,1,1,5000,1101,1272,,80150542,,,,,20,2014,2,83,4,5,4,3,2,0,3,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178913,663355
2014016197,1,1,4,0,,,,,77,0,609,,14,2014,2,83,4,5,6,3,2,0,3,5,1,5,3,3,1,1,9,9,9,0,0,9,2,25,237,99,99,1,232663,740812
2014016198,1,1,3,0,,,,,6400,7540,2,4138,14,2014,3,83,4,5,6,3,2,1,0,3,1,3,3,3,1,1,9,9,9,0,0,9,2,25,237,99,99,1,230704,736918
2014016202,1,1,1,9000,701,837,,9380023,,,,,34,2014,2,83,4,5,3,3,2,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,1,181219,572988
2014016203,1,1,1,5000,2245,2648,,15130624,,,,,20,2014,2,83,4,5,3,3,2,1,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179776,662964
2014016205,1,1,2,472,101,,9999,,,,,,61,2014,1,83,4,5,1,3,2,0,5,1,1,2,3,3,1,1,9,9,9,0,0,9,1,11,111,99,28,3,210607,635017
2014016206,1,1,2,7900,0,,9999,,,,,,51,2014,1,83,4,5,2,3,2,0,3,5,1,5,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,2,189446,665798
2014016207,1,1,1,7300,,,,,,,,,14,2014,1,83,4,5,5,3,2,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,2,23,237,0,25,2,227920,734144
2014016211,1,1,4,0,,,,,65,0,260,,11,2014,1,83,4,5,5,1,3,0,2,5,1,3,3,5,1,1,9,9,9,0,0,9,3,32,323,99,99,1,212755,714371
2014016212,1,1,2,2730,0,,9999,,,,,,51,2014,1,83,4,5,4,3,3,0,2,1,1,4,3,6,1,1,9,9,9,0,0,9,4,41,412,0,26,2,200789,685696
2014016238,1,1,2,720,0,,9999,,,,,,38,2014,3,83,4,5,5,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,44,441,29,32,2,170042,636987
2014016255,1,1,1,3000,1453,1455,,92872333,,,,,61,2014,4,83,4,5,2,3,3,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,1,218059,628629
2014016256,1,1,2,7000,101,,7,,,,,,52,2014,3,83,4,5,2,2,3,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,4,43,432,0,15,1,190087,650817
2014016274,1,1,2,478,9000,,9999,,,,,,14,2014,1,83,4,5,3,3,5,3,0,1,1,3,3,5,1,1,9,9,9,0,0,9,2,23,237,99,27,2,230716,731933
2014016282,1,1,4,0,,,,,25,0,1850,,34,2014,3,83,4,5,4,2,8,9,0,0,0,0,5,6,9,9,6,3,9,0,0,9,6,62,623,99,99,1,175561,575034
2014016283,1,1,4,0,,,,,8544,0,30,,12,2014,1,83,4,5,7,3,8,2,0,4,1,2,4,5,1,1,8,2,9,0,0,9,2,24,242,99,99,1,224554,760286
2014016284,1,1,2,4000,614,,9999,,,,,,11,2014,1,83,4,5,2,3,8,0,2,3,1,5,3,3,1,1,6,2,9,0,0,9,3,31,311,0,13,3,199179,742910
2014016292,1,1,2,6100,503,,9999,,,,,,20,2014,4,83,1,5,2,2,10,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,512,0,14,3,184495,666625
2014016312,1,1,2,7400,405,,9999,,,,,,51,2014,3,83,4,5,1,3,18,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,4,41,411,0,13,3,186230,693255
2014016318,1,1,1,3000,1714,5405,,510533,,,,,61,2014,2,83,4,5,4,3,1,0,2,1,1,5,3,3,1,1,9,9,9,3,4,2,1,11,111,0,12,1,221126,629286
2014016320,1,1,1,8400,403,629,,8410010,,,,,52,2014,2,83,4,5,5,3,11,3,0,1,1,5,3,3,1,1,9,9,9,0,0,9,4,44,441,0,14,1,182554,643801
2014016321,1,1,1,7100,390,861,,10680001,,,,,38,2014,2,83,4,5,7,3,1,0,3,1,1,2,3,3,1,1,9,9,9,3,3,2,6,61,614,0,14,1,159778,622108
2014016322,1,1,1,8400,521,503,,9060009,,,,,52,2014,3,83,4,5,7,3,1,0,3,1,1,5,3,3,1,1,9,9,9,3,3,2,4,44,441,0,14,1,182663,645453
2014016324,1,1,4,0,,,,,0,,,,51,2014,2,83,4,5,5,3,2,0,2,5,1,4,3,6,1,1,9,9,9,0,0,9,9,99,999,99,99,9,,
2014016326,1,1,2,9100,426,,9999,,,,,,12,2014,4,83,4,5,3,3,5,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,2,24,245,0,15,3,209475,768449
2014016327,1,1,2,2560,122,,9999,,,,,,34,2014,4,83,4,5,3,1,1,0,3,1,1,1,3,3,1,1,9,9,9,1,3,1,6,62,623,0,16,3,219317,573981
2014016329,1,1,1,1200,100,112,,90001,,,,,52,2014,4,83,3,5,5,3,2,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,4,43,431,0,15,1,201439,645278
2014016330,1,1,1,70,377,386,,10150098,,,,,38,2014,3,83,4,5,1,3,2,0,3,1,1,2,3,3,1,1,9,9,9,0,0,9,6,61,613,0,13,1,165479,631891
2014016331,1,1,1,8400,260,375,,7900005,,,,,52,2014,1,83,4,5,5,2,1,2,0,1,4,2,4,3,1,1,9,9,9,3,4,9,4,44,441,0,14,1,180330,644565
2014016332,1,1,3,0,,,,,70,0,600,3588,12,2014,4,83,4,5,6,3,2,0,2,5,1,5,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,216598,752330
2014016339,1,1,1,7100,830,390,,10800368,,,,,38,2014,4,83,4,5,7,2,2,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,6,61,614,0,14,1,159783,622047
2014016340,1,1,1,5000,1255,,,,,,,,20,2014,2,83,4,5,3,3,2,3,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,3,178608,663634
2014016342,1,1,2,2730,0,,9999,,,,,,51,2014,2,83,4,5,4,3,3,0,2,4,1,4,3,3,1,1,9,9,9,0,0,9,4,41,412,0,26,2,200789,685696
2014016346,1,1,2,2710,0,,9999,,,,,,11,2014,3,83,4,5,6,3,4,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,3,32,323,0,25,2,214510,713989
2014016347,1,1,4,0,,,,,79,0,279,,14,2014,4,83,4,5,7,2,4,3,0,4,1,3,3,5,1,1,9,9,9,0,0,9,2,25,237,99,99,1,230384,737317
2014016350,1,1,4,0,,,,,65,0,280,,11,2014,2,83,4,5,6,3,4,0,2,4,1,4,3,3,1,1,5,9,9,0,0,9,3,32,323,99,99,1,214219,715589
2014016351,1,2,4,0,,,,,55,0,145,,41,2014,2,83,4,5,5,2,5,2,0,4,1,0,3,3,1,3,9,9,9,0,0,9,7,77,77,99,99,1,201774,677176
2014016353,1,1,2,379,0,,9999,,,,,,51,2014,2,83,4,5,1,3,10,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,4,41,411,18,31,2,195027,689382
2014016354,1,1,1,1200,443,700,,610001,,,,,52,2014,2,83,4,5,1,3,11,1,0,1,1,5,3,3,1,1,9,9,9,0,0,9,4,43,431,0,15,1,200125,645581
2014016360,1,1,3,0,,,,,38,0,150,4140,61,2014,1,83,4,5,2,3,5,0,3,4,1,4,3,3,1,1,9,9,9,0,0,9,1,11,112,99,99,1,196702,625354
2014016362,1,1,1,5000,618,738,,8590344,,,,,20,2014,1,84,4,5,3,3,1,3,0,1,1,3,3,3,1,1,9,9,9,3,9,1,5,51,511,0,13,1,178946,664604
2014016365,1,1,4,0,,,,,652,0,40,,11,2014,4,84,4,5,5,3,2,3,0,4,1,3,3,3,1,1,9,9,9,0,0,9,3,32,322,99,99,1,196252,717999
2014016366,1,1,1,9000,495,366,,10510052,,,,,34,2014,4,84,4,5,4,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,6,62,623,0,13,1,177689,573589
2014016367,1,1,1,5000,1224,1319,,21870531,,,,,20,2014,4,84,4,5,4,3,2,1,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177943,663645
2014016368,1,1,3,0,,,,,35,,,,38,2014,4,84,4,5,5,3,2,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,6,12,612,99,99,3,187650,611516
2014016370,1,1,1,70,750,758,,9450137,,,,,38,2014,4,84,4,5,3,3,2,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,6,61,613,0,13,1,168271,633556
2014016371,1,1,1,9700,101,238,,21900006,,,,,51,2014,3,84,4,5,2,3,2,0,3,3,1,3,3,3,1,1,9,9,9,0,0,9,4,42,421,0,15,1,190291,671749
2014016372,1,1,3,0,,,,,65,0,186,1099,11,2014,1,84,4,5,3,2,2,0,2,5,0,3,3,3,1,1,9,9,9,0,0,9,3,32,323,99,99,1,206194,711475
2014016373,1,1,1,7900,318,323,,9210033,,,,,51,2014,1,84,4,5,5,3,2,1,0,1,1,1,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189685,665714
2014016383,1,1,2,4000,162,,9999,,,,,,11,2014,4,84,4,5,3,3,3,3,0,1,1,4,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,3,206947,747544
2014016385,1,1,3,0,,,,,4,5,1228,323,20,2014,4,84,3,5,5,3,3,1,0,1,1,0,3,6,1,1,9,9,9,0,0,9,5,51,511,99,99,1,186556,670189
2014016391,1,1,2,1290,0,,9999,,,,,,51,2014,3,84,4,5,4,3,5,3,0,1,1,3,3,6,1,1,9,9,9,0,0,9,4,41,412,99,28,2,203528,696919
2014016392,1,1,1,2640,179,165,,8480002,,,,,51,2014,3,84,4,5,3,3,5,3,0,1,1,3,4,3,1,1,9,9,9,0,0,9,4,42,422,0,15,1,195004,666971
2014016393,1,1,2,772,105,,9999,,,,,,38,2014,4,84,4,5,4,1,5,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,6,61,611,33,31,3,169226,627673
2014016394,1,1,3,0,,,,,4,67,1774,381,11,2014,4,84,4,5,7,3,5,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,3,32,321,99,99,1,195290,722027
2014016400,1,1,1,7400,418,402,,90031,,,,,51,2014,2,84,4,5,7,3,2,0,1,1,1,2,3,3,1,1,9,9,9,0,0,9,4,41,411,0,13,1,187009,692707
